id;name;country_id
201;AZUAY;593
202;BOLIVAR;593
203;CA¥AR;593
204;CARCHI;593
206;CHIMBORAZO;593
205;COTOPAXI;593
107;EL ORO;593
108;ESMERALDAS;593
420;GALAPAGOS;593
109;GUAYAS;593
210;IMBABURA;593
211;LOJA;593
112;LOS RIOS;593
113;MANABI;593
314;MORONA SANTIAGO;593
315;NAPO;593
322;ORELLANA;593
316;PASTAZA;593
217;PICHINCHA;593
124;SANTA ELENA;593
223;SANTO DOMINGO DE LOS TS?CHILAS;593
321;SUCUMBIOS;593
218;TUNGURAHUA;593
319;ZAMORA CHINCHIPE;593
